Name,"Modified Time","Change Time","Access Time","Created Time",Size,"Flags(Dir)","Flags(Meta)",Known,Location,"MD5 Hash","SHA-256 Hash","MIME Type",Extension
dog.jpg,"2025-11-19 22:38:48 PST","0000-00-00 00:00:00","2025-11-19 00:00:00 PST","2025-11-19 22:38:48 PST",5080944,Allocated,Allocated,unknown,"/img_usb_raw_image.dd/vol_vol2/.Trash-1000/files/dog.jpg","c6e45069ebbe97e12ea6388317ea68d2","9ad46b48033152005fc0a9c84dd5a47563871c1f3b7f0551b46cd075ae57e889",image/jpeg,jpg
"Apple_lisa,_personal_computer,_1983_(1985).jpg","2025-11-19 22:39:06 PST","0000-00-00 00:00:00","2025-11-19 00:00:00 PST","2025-11-19 22:39:06 PST",4265913,Allocated,Allocated,unknown,"/img_usb_raw_image.dd/vol_vol2/Apple_lisa,_personal_computer,_1983_(1985).jpg","e48a5803acbbadf889e70f5b7b51daa1","9ace6f39b380ac813af4509a4bdbaba541a05f1c15cf78054bc6dddca5be3f94",image/jpeg,jpg
beach1.jpg,"2025-11-19 22:39:06 PST","0000-00-00 00:00:00","2025-11-19 00:00:00 PST","2025-11-19 22:39:07 PST",3811577,Allocated,Allocated,unknown,"/img_usb_raw_image.dd/vol_vol2/beach1.jpg","60edacbfe49cb1f2c4f03c24772ece9c","9ed494fe4dd3cc13c1dfecdc1700b44a182eba513f182ffd8c6c344a7cf4d72a",image/jpeg,jpg
beach2.jpg,"2025-11-19 22:39:08 PST","0000-00-00 00:00:00","2025-11-19 00:00:00 PST","2025-11-19 22:39:08 PST",2348786,Allocated,Allocated,unknown,"/img_usb_raw_image.dd/vol_vol2/beach2.jpg","1a853e1ea47e5c21bafd6e5018002629","dc9ea9b553d88cf052556c7f0c61b4cc0aff8181f1a8e8bd9457394a3d303912",image/jpeg,jpg
beach3.jpg,"2025-11-19 22:39:08 PST","0000-00-00 00:00:00","2025-11-19 00:00:00 PST","2025-11-19 22:39:09 PST",938830,Allocated,Allocated,unknown,"/img_usb_raw_image.dd/vol_vol2/beach3.jpg","bf0fe73752f2a81092d0eb6dfdf1c81f","22b5c9c7c0488caef13e578631f658e015342e45d6fc49d919e6a2071ef5013c",image/jpeg,jpg
beach4.jpg,"2025-11-19 22:39:08 PST","0000-00-00 00:00:00","2025-11-19 00:00:00 PST","2025-11-19 22:39:09 PST",1944424,Allocated,Allocated,unknown,"/img_usb_raw_image.dd/vol_vol2/beach4.jpg","fea40508ddf74ecdd2be29538f5bb43d","9e65665b70ac3c92d112e1046e6cc4e6cd85ad95cff4a82e598804a245184b0a",image/jpeg,jpg
"Computer_History_Museum_(9364487908).jpg","2025-11-19 22:39:10 PST","0000-00-00 00:00:00","2025-11-19 00:00:00 PST","2025-11-19 22:39:10 PST",500507,Allocated,Allocated,unknown,"/img_usb_raw_image.dd/vol_vol2/Computer_History_Museum_(9364487908).jpg","48706988ab5bfb2412e88cafeca3bfa7","e8670076f850f395c5463e2e3c44f2263e4d88945ae5c27914b5a2e555ac7679",image/jpeg,jpg
Cute_dog.jpg,"2025-11-19 22:39:10 PST","0000-00-00 00:00:00","2025-11-19 00:00:00 PST","2025-11-19 22:39:10 PST",248164,Allocated,Allocated,unknown,"/img_usb_raw_image.dd/vol_vol2/Cute_dog.jpg","ad87f0fee801ac6238d6a02a36a367de","029188fd80d26fe1765f4d4418fe4a94ae645f5c19d7a1fa04adabdabb440470",image/jpeg,jpg
Earth1.jpg,"2025-11-19 22:39:12 PST","0000-00-00 00:00:00","2025-11-19 00:00:00 PST","2025-11-19 22:39:12 PST",105372,Allocated,Allocated,unknown,"/img_usb_raw_image.dd/vol_vol2/Earth1.jpg","aa3b1814dbce7c5ab250a54f3210b12e","23838d25e4bb13fa20027a5821712127ee1250b43cb844e92e3f9c56b779b243",image/jpeg,jpg
image13.jpg,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",9431,Allocated,Allocated,unknown,"/img_usb_raw_image.dd/vol_vol2/Security-Awareness-Memo-Phishing-Advisory.pdf/image13.jpg","980b7153bf1ca003818c3210f19b1a91","2ef70e06fc061ef73abd8d11cb72740167a21044d6df4e46ebff0f120a7f2c4c",image/jpeg,jpg
image0.jpg,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",14698,Allocated,Allocated,unknown,"/img_usb_raw_image.dd/vol_vol2/Security-Awareness-Memo-Phishing-Advisory.pdf/image0.jpg","ab5cd985cc07c459a579159701a606d7","88302c7db59d3cd3785362d1ccce414353d211d919e57f0b85fe8caa4f1d0dea",image/jpeg,jpg
image7.jpg,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",33037,Allocated,Allocated,unknown,"/img_usb_raw_image.dd/vol_vol2/Security-Awareness-Memo-Phishing-Advisory.pdf/image7.jpg","2f5c4bef171a2b77016e61a0114d808e","4d7637e139054b82a1b4684e6233646313c861ef035bbdf22a074cbecfec37a0",image/jpeg,jpg
image10.jpg,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",23190,Allocated,Allocated,unknown,"/img_usb_raw_image.dd/vol_vol2/Security-Awareness-Memo-Phishing-Advisory.pdf/image10.jpg","15c25b86352f0f30dbbddb0c316f5053","ee27ce02b8d48c0da388bda454baf569a648ae1a72e81a694150ae3f3a123e31",image/jpeg,jpg
